id,price_doc
30990,13506488.0
30991,8724868.0
30992,2982206.75
30993,8220845.5
30994,4530907.5
30995,7468979.5
30996,5801620.5
30997,6775459.5
30998,6572291.5
30999,7607696.0
31000,8420886.0
31001,6751561.0
31002,10057286.0
31003,10446336.0
31004,3865175.75
31005,3304776.0
31006,8335892.0
31007,4439460.0
31008,5606502.5
31009,5881183.5
31010,6810339.5
31011,4067884.75
31012,5856656.5
31013,6633301.5
31014,16058806.0
31015,8392906.0
31016,4086717.75
31017,10147558.0
31018,5234225.0
31019,4234793.0
31020,7756582.5
31021,13292632.0
31022,21491788.0
31023,10537416.0
31024,4583130.5
31025,6469056.0
31026,6281281.5
31027,4334859.0
31028,4081522.25
31029,10027038.0
31030,7040410.5
31031,10592008.0
31032,10812390.0
31033,7570026.5
31034,7286572.0
31035,10397840.0
31036,5710715.5
31037,26146168.0
31038,4152186.75
31039,11825386.0
31040,6098748.0
31041,4038599.25
31042,3619965.5
31043,6565755.5
31044,8187928.0
31045,7994891.0
31046,15007418.0
31047,8480912.0
31048,6445758.0
31049,6563420.0
31050,7676618.0
31051,6676057.5
31052,3527882.25
31053,20387126.0
31054,6255657.0
31055,6163635.5
31056,13209890.0
31057,5807660.0
31058,6610805.5
31059,2738756.0
31060,7516636.5
31061,6699696.5
31062,7301255.5
31063,3697247.0
31064,5293302.5
31065,12838002.0
31066,4859179.0
31067,8839090.0
31068,3954906.25
31069,4653611.5
31070,5054031.0
31071,3371034.25
31072,8923646.0
31073,2133787.5
31074,7896809.0
31075,7148991.5
31076,7010819.0
31077,5765951.0
31078,4333345.0
31079,5169112.5
31080,6982596.0
31081,2582752.25
31082,11501766.0
31083,4888633.5
31084,9977316.0
31085,12956390.0
31086,4117466.5
31087,4669441.5
31088,8308158.0
31089,6286281.5
31090,32440268.0
31091,3379608.0
31092,7522292.5
31093,5905569.5
31094,6769365.0
31095,5641828.5
31096,22192528.0
31097,10626676.0
31098,10044222.0
31099,19905650.0
31100,4632795.5
31101,4326097.0
31102,4934849.0
31103,10064670.0
31104,5770380.5
31105,8904120.0
31106,4689724.0
31107,8329790.0
31108,7506114.0
31109,5144153.5
31110,9767176.0
31111,11188240.0
31112,5956731.5
31113,3828281.25
31114,4729000.5
31115,5398591.0
31116,7542138.0
31117,5854508.0
31118,3516274.25
31119,2932092.0
31120,4964462.0
31121,6720025.0
31122,6451706.0
31123,4856043.0
31124,5820370.5
31125,14442942.0
31126,13901524.0
31127,5702924.0
31128,6285700.5
31129,5129815.5
31130,12272574.0
31131,8126316.0
31132,9794644.0
31133,11466718.0
31134,6712507.0
31135,9593732.0
31136,10934032.0
31137,3407467.0
31138,7493954.5
31139,3897023.25
31140,8506486.0
31141,8107580.0
31142,9927126.0
31143,5150934.5
31144,3828107.75
31145,5568601.5
31146,4368830.5
31147,12933786.0
31148,6701466.5
31149,2278150.75
31150,9344836.0
31151,4408702.5
31152,8301648.5
31153,5284350.0
31154,11829704.0
31155,6575575.5
31156,11278282.0
31157,4075700.0
31158,9590114.0
31159,6405914.5
31160,5151956.0
31161,3586655.75
31162,4685501.0
31163,5462296.0
31164,6528439.0
31165,6022946.5
31166,5697547.5
31167,9359488.0
31168,12792978.0
31169,6963696.5
31170,5788684.0
31171,12451310.0
31172,5248058.5
31173,11000626.0
31174,10015296.0
31175,16866308.0
31176,5171224.5
31177,8727004.0
31178,4058641.25
31179,4974779.0
31180,4029302.25
31181,7870758.5
31182,7231902.5
31183,8685798.0
31184,4847318.0
31185,3859066.75
31186,8967334.0
31187,3587306.75
31188,4856713.0
31189,5266221.0
31190,7165036.0
31191,13863032.0
31192,3971584.25
31193,6189778.5
31194,9531396.0
31195,8519814.0
31196,4945302.5
31197,14916796.0
31198,5083023.0
31199,6982596.0
31200,10096388.0
31201,2234651.25
31202,3796383.75
31203,6653292.0
31204,3709479.5
31205,8374015.0
31206,6416403.5
31207,4628312.5
31208,5092989.0
31209,4169796.5
31210,6430479.0
31211,7973832.5
31212,5779389.5
31213,10425810.0
31214,7142772.5
31215,5235439.5
31216,5616534.5
31217,7418075.0
31218,8384290.0
31219,3617389.75
31220,7851039.5
31221,3737936.0
31222,7119907.0
31223,10135938.0
31224,6369789.0
31225,11575738.0
31226,6352909.5
31227,9710902.0
31228,11270542.0
31229,3791020.25
31230,5636428.0
31231,3752668.0
31232,7135938.5
31233,6850389.5
31234,6169589.5
31235,5379175.5
31236,6360110.5
31237,11810552.0
31238,6982596.0
31239,14652854.0
31240,5606274.0
31241,6773260.5
31242,7240278.5
31243,3897532.25
31244,7501077.0
31245,7926247.5
31246,10978726.0
31247,5593473.5
31248,6485297.5
31249,10045502.0
31250,5904752.0
31251,7448487.0
31252,6652236.5
31253,9091324.0
31254,6321732.5
31255,11537998.0
31256,6689904.0
31257,4934050.5
31258,8540286.0
31259,13205078.0
31260,8247007.0
31261,22816932.0
31262,5605661.0
31263,6164203.5
31264,3541284.75
31265,9951492.0
31266,8121182.0
31267,3749393.25
31268,4078644.0
31269,8789686.0
31270,3569778.0
31271,5386222.5
31272,18764842.0
31273,8147445.0
31274,5811399.0
31275,6483605.5
31276,6091280.5
31277,4722178.0
31278,14851066.0
31279,15187306.0
31280,8475078.0
31281,7363554.5
31282,12628946.0
31283,6751561.0
31284,4785043.5
31285,6043549.5
31286,8142753.0
31287,10088858.0
31288,4677363.5
31289,7314467.5
31290,6523759.0
31291,5998352.5
31292,4202368.0
31293,7468410.5
31294,3749400.75
31295,18593164.0
31296,10237254.0
31297,7337435.0
31298,3821953.5
31299,10045502.0
31300,7500320.0
31301,5789734.5
31302,5516631.5
31303,9456120.0
31304,7213101.0
31305,10990676.0
31306,3093583.0
31307,6026386.0
31308,8210117.0
31309,8762034.0
31310,56305364.0
31311,5500439.5
31312,5655767.0
31313,13678276.0
31314,6982005.5
31315,10303474.0
31316,12277626.0
31317,16097992.0
31318,8628974.0
31319,7142182.0
31320,6418797.5
31321,7609478.5
31322,8720022.0
31323,8669526.0
31324,7491682.0
31325,6496731.0
31326,4240540.5
31327,9321256.0
31328,13815210.0
31329,5428676.0
31330,11511352.0
31331,9159086.0
31332,5706989.0
31333,5295477.0
31334,4074632.5
31335,10068878.0
31336,8760774.0
31337,7945842.5
31338,2902763.75
31339,5036073.0
31340,7601606.0
31341,10302726.0
31342,5698948.5
31343,3819280.75
31344,4117334.0
31345,5301919.0
31346,3885661.75
31347,9886574.0
31348,10557020.0
31349,9746198.0
31350,3697180.75
31351,5520866.5
31352,10666748.0
31353,4589228.0
31354,7284441.5
31355,8662834.0
31356,4595107.0
31357,5484041.5
31358,2611240.25
31359,7094470.0
31360,9199686.0
31361,4832787.0
31362,10485594.0
31363,5263232.5
31364,2955819.25
31365,3918029.75
31366,6630649.5
31367,9836892.0
31368,6271729.0
31369,4541042.5
31370,8481514.0
31371,9426086.0
31372,7076489.0
31373,4886255.5
31374,6406902.0
31375,5448373.5
31376,7071858.0
31377,9376414.0
31378,4819884.0
31379,31985006.0
31380,4711134.0
31381,8444970.0
31382,5467623.0
31383,8389916.0
31384,28334666.0
31385,12033462.0
31386,10429650.0
31387,12972022.0
31388,5490762.5
31389,4147705.75
31390,6899103.0
31391,5286400.0
31392,10441468.0
31393,8730166.0
31394,6218998.5
31395,3928987.75
31396,9839900.0
31397,7622103.0
31398,2427647.5
31399,13600178.0
31400,4495974.0
31401,12613242.0
31402,9835452.0
31403,5361104.0
31404,2830646.25
31405,4403509.0
31406,6494301.5
31407,3495097.75
31408,6287009.5
31409,4184129.25
31410,12887846.0
31411,8167636.5
31412,9918082.0
31413,8359288.0
31414,4670301.0
31415,15439156.0
31416,6718190.0
31417,4413316.0
31418,7434382.0
31419,9458542.0
31420,10337854.0
31421,6368795.0
31422,6845374.0
31423,7885289.0
31424,19573382.0
31425,6929934.0
31426,4712095.0
31427,5535339.5
31428,7924713.5
31429,15357666.0
31430,5108099.0
31431,5399653.0
31432,5041867.5
31433,5520770.0
31434,3839992.0
31435,11114042.0
31436,9809010.0
31437,12807198.0
31438,9248492.0
31439,11962686.0
31440,7113699.0
31441,5958981.0
31442,7661745.0
31443,13417208.0
31444,7639926.0
31445,10163002.0
31446,12730684.0
31447,6904429.5
31448,8455204.0
31449,9137756.0
31450,7016313.5
31451,8115315.5
31452,12181070.0
31453,3146354.0
31454,5801267.0
31455,6659299.0
31456,5289243.5
31457,5509529.0
31458,16303830.0
31459,7941926.0
31460,5370922.0
31461,4758854.0
31462,3834094.5
31463,5384608.0
31464,8643204.0
31465,5706067.0
31466,48791348.0
31467,3404410.5
31468,15070600.0
31469,5197918.0
31470,5410733.0
31471,13891412.0
31472,2768620.5
31473,6351751.0
31474,4272693.5
31475,8167986.0
31476,23118324.0
31477,7731463.0
31478,4712208.5
31479,6205264.0
31480,9803934.0
31481,8642206.0
31482,9996924.0
31483,9179326.0
31484,7155149.0
31485,3723578.5
31486,3176160.75
31487,5252994.5
31488,14697250.0
31489,9529100.0
31490,4353561.0
31491,4982009.0
31492,8676354.0
31493,10243536.0
31494,6065767.5
31495,5156212.0
31496,6934675.0
31497,4759635.5
31498,6528089.0
31499,10514952.0
31500,11515576.0
31501,9117004.0
31502,11004894.0
31503,5992479.0
31504,9409802.0
31505,19826832.0
31506,8353844.0
31507,6199967.0
31508,6537280.0
31509,5302330.5
31510,5174867.5
31511,5426901.0
31512,5865855.0
31513,26115794.0
31514,27930976.0
31515,3039868.5
31516,15778184.0
31517,6325093.5
31518,8406602.0
31519,6538181.5
31520,7073028.0
31521,5244205.5
31522,4573716.0
31523,7048525.5
31524,9069896.0
31525,10971296.0
31526,5686765.0
31527,6934916.5
31528,4273008.0
31529,5108720.0
31530,5618144.5
31531,9948878.0
31532,5697932.5
31533,14353054.0
31534,8979632.0
31535,10291928.0
31536,7703595.0
31537,4766314.5
31538,5227619.5
31539,3822742.5
31540,9816554.0
31541,2835933.0
31542,5326944.5
31543,3837775.5
31544,5273801.5
31545,7430531.5
31546,12830380.0
31547,5760701.0
31548,5586287.0
31549,6008564.0
31550,5275542.0
31551,5730196.5
31552,7809959.5
31553,7144813.5
31554,8595686.0
31555,4014390.75
31556,7722766.0
31557,5554054.0
31558,10417874.0
31559,2782410.75
31560,7987174.5
31561,6816213.0
31562,32580656.0
31563,3769835.5
31564,10005294.0
31565,9881392.0
31566,6467182.5
31567,18556738.0
31568,6499678.5
31569,7199051.0
31570,7151151.5
31571,6943462.5
31572,3224404.75
31573,4473201.0
31574,11499262.0
31575,5581480.5
31576,7161738.5
31577,4857656.5
31578,8416828.0
31579,5435984.5
31580,6814851.0
31581,6275536.5
31582,4375113.0
31583,8640056.0
31584,4422869.5
31585,7211575.5
31586,13119664.0
31587,13887808.0
31588,8772530.0
31589,3778714.0
31590,6289459.5
31591,6404968.0
31592,7374571.5
31593,8028306.0
31594,8369287.0
31595,5315287.5
31596,3992309.5
31597,5767730.5
31598,3506270.0
31599,6888879.0
31600,7312022.5
31601,14768270.0
31602,5934671.5
31603,16360234.0
31604,4792342.5
31605,5370922.0
31606,6681261.5
31607,7793829.5
31608,5831051.5
31609,5967023.0
31610,7709153.5
31611,5782398.0
31612,6468692.0
31613,5117924.0
31614,14960414.0
31615,10463802.0
31616,12883408.0
31617,4882986.0
31618,7733345.5
31619,11363774.0
31620,4679847.0
31621,7762299.0
31622,33779108.0
31623,11552054.0
31624,4862069.0
31625,8998954.0
31626,5623118.0
31627,7116967.0
31628,11959936.0
31629,10679524.0
31630,4118526.25
31631,6007090.5
31632,17003172.0
31633,4940179.5
31634,8166375.0
31635,14333522.0
31636,6378454.5
31637,5545015.0
31638,8384026.0
31639,3433704.75
31640,10772066.0
31641,3845823.25
31642,3445436.75
31643,6370378.0
31644,9740330.0
31645,5759004.0
31646,9863404.0
31647,5312783.0
31648,13156244.0
31649,6082146.5
31650,6282984.0
31651,12640898.0
31652,6081645.5
31653,5630928.0
31654,5242103.5
31655,4079250.5
31656,25461040.0
31657,7584857.5
31658,4632215.5
31659,6982224.0
31660,4977030.5
31661,5469648.0
31662,7382567.5
31663,3516274.25
31664,3706238.0
31665,3877051.0
31666,4712992.0
31667,9177834.0
31668,7168221.0
31669,13100864.0
31670,6988717.5
31671,6169353.0
31672,8026951.5
31673,10435294.0
31674,8955472.0
31675,8098816.0
31676,6170789.5
31677,5011176.5
31678,4956106.5
31679,8698016.0
31680,7377272.0
31681,6378673.0
31682,4226596.5
31683,7211575.5
31684,4945110.5
31685,3789723.75
31686,11816846.0
31687,12981762.0
31688,11115974.0
31689,3882235.0
31690,7546050.0
31691,3837392.75
31692,4665280.5
31693,7169476.5
31694,7897581.0
31695,7427688.5
31696,3378952.0
31697,5201728.0
31698,3369133.5
31699,5279592.5
31700,5980638.5
31701,9594016.0
31702,4889953.0
31703,8751018.0
31704,5884155.0
31705,8228412.0
31706,5431047.0
31707,12577732.0
31708,8941674.0
31709,5718017.5
31710,9596022.0
31711,7864295.0
31712,8321329.0
31713,5980729.0
31714,5441782.5
31715,5456270.5
31716,5458037.5
31717,11584966.0
31718,4789557.0
31719,7049540.5
31720,5092536.0
31721,4825305.0
31722,6459383.5
31723,5741647.5
31724,6617846.0
31725,5802239.0
31726,11421978.0
31727,7896453.0
31728,4275936.5
31729,7003158.5
31730,3861198.75
31731,7456292.5
31732,8283944.0
31733,4036904.75
31734,4686987.5
31735,2972803.25
31736,6943190.5
31737,5172614.5
31738,5789108.0
31739,6409341.5
31740,8123269.0
31741,14797716.0
31742,12895470.0
31743,7998414.0
31744,4822044.5
31745,3811571.5
31746,9153574.0
31747,4960363.0
31748,19284608.0
31749,5112036.0
31750,8382440.0
31751,8853298.0
31752,3783399.75
31753,3369857.0
31754,7937605.0
31755,12780852.0
31756,2105373.25
31757,6209759.5
31758,5650478.5
31759,6310431.5
31760,5962297.5
31761,19848674.0
31762,2657162.0
31763,11219128.0
31764,6607115.0
31765,3986490.5
31766,9715922.0
31767,3342182.25
31768,7377330.0
31769,11437398.0
31770,3704626.75
31771,4149790.0
31772,8491542.0
31773,5183512.0
31774,6769685.5
31775,11855910.0
31776,2301103.75
31777,4032549.25
31778,8893868.0
31779,8781996.0
31780,7365604.5
31781,7862164.5
31782,7624303.0
31783,3785281.25
31784,4663359.0
31785,6088574.0
31786,5117988.5
31787,7332395.0
31788,6051363.5
31789,5999025.5
31790,3944942.5
31791,8633564.0
31792,7873834.0
31793,8386519.5
31794,7316490.0
31795,5778034.0
31796,4780515.5
31797,14620690.0
31798,7503072.0
31799,5246122.0
31800,6029053.5
31801,3763552.25
31802,6786954.0
31803,7212094.0
31804,5308743.5
31805,3759336.0
31806,6583920.5
31807,7286592.5
31808,8397962.0
31809,7303715.5
31810,3852687.5
31811,7015455.0
31812,6628844.5
31813,6387222.0
31814,6657583.0
31815,5821304.0
31816,4959651.5
31817,3521117.5
31818,7304419.5
31819,5909141.5
31820,12374294.0
31821,13967618.0
31822,5251576.5
31823,5125223.0
31824,3760280.0
31825,5272537.5
31826,6119130.0
31827,7344145.0
31828,6296221.0
31829,8843884.0
31830,6424288.0
31831,3502730.5
31832,11959850.0
31833,11988150.0
31834,6566617.0
31835,4475879.0
31836,6673771.0
31837,3723583.25
31838,9436600.0
31839,5267655.0
31840,9967644.0
31841,5141106.5
31842,7998035.0
31843,3799874.25
31844,6639217.5
31845,9363298.0
31846,5065208.0
31847,5233230.0
31848,6142860.5
31849,8089318.0
31850,7051399.0
31851,12116002.0
31852,8439018.0
31853,9834490.0
31854,6894007.0
31855,4457168.0
31856,4665709.0
31857,9476472.0
31858,12591014.0
31859,33619100.0
31860,7201268.5
31861,14336204.0
31862,7240278.5
31863,9642232.0
31864,3262111.5
31865,4971659.0
31866,3291079.25
31867,8196372.5
31868,5169688.0
31869,10771658.0
31870,3679363.75
31871,4837200.5
31872,12154542.0
31873,6741555.0
31874,5350336.0
31875,5398664.5
31876,5239823.0
31877,21832566.0
31878,3811517.25
31879,8035362.0
31880,11163630.0
31881,4482646.5
31882,14724936.0
31883,5125447.0
31884,4806745.0
31885,6431169.0
31886,9144448.0
31887,9022446.0
31888,4312531.0
31889,13211462.0
31890,4860867.5
31891,3165359.25
31892,3821255.25
31893,17492790.0
31894,7691126.5
31895,4014379.0
31896,3719616.0
31897,3715252.75
31898,4387737.0
31899,3940718.75
31900,6192470.5
31901,7640201.0
31902,6849716.0
31903,7205299.5
31904,3574966.75
31905,7379293.5
31906,4589211.5
31907,3915525.5
31908,3592541.0
31909,7577648.0
31910,4570728.5
31911,3934619.75
31912,6827955.5
31913,7516416.5
31914,6419504.5
31915,7354149.5
31916,3952608.25
31917,5380319.5
31918,4409175.0
31919,6736822.0
31920,4266737.0
31921,6024001.0
31922,6747859.5
31923,11742376.0
31924,8247107.5
31925,6976509.0
31926,8965402.0
31927,13675208.0
31928,7080361.0
31929,15781614.0
31930,8078411.0
31931,6506029.5
31932,8648656.0
31933,6468129.0
31934,5850933.0
31935,4491824.0
31936,4408966.5
31937,6264631.5
31938,5359066.0
31939,6736876.5
31940,7020188.0
31941,36339228.0
31942,6303434.0
31943,8831032.0
31944,5503956.5
31945,6636743.5
31946,11380898.0
31947,8799910.0
31948,6397551.0
31949,10435092.0
31950,12948538.0
31951,5572370.0
31952,6654885.5
31953,3957510.75
31954,11307454.0
31955,3822851.75
31956,9933862.0
31957,4086675.75
31958,4831357.0
31959,12400382.0
31960,7327767.5
31961,8168024.0
31962,4443195.0
31963,6858461.5
31964,4874934.0
31965,6496622.5
31966,13826970.0
31967,13951758.0
31968,7547769.5
31969,22693008.0
31970,6174332.5
31971,4032315.75
31972,5759328.0
31973,5182536.5
31974,7102503.5
31975,4326105.0
31976,3816550.0
31977,8112652.0
31978,5668814.0
31979,4611216.0
31980,4754490.5
31981,6158678.5
31982,8652180.0
31983,12630640.0
31984,7060001.5
31985,4745074.0
31986,4065549.0
31987,6501517.0
31988,7462426.5
31989,12959124.0
31990,3584830.5
31991,10047338.0
31992,4745052.5
31993,7303674.5
31994,7520373.5
31995,7117772.5
31996,10810796.0
31997,5043668.0
31998,3814680.5
31999,5339953.5
32000,6308896.0
32001,62732020.0
32002,22089678.0
32003,10210958.0
32004,7027167.5
32005,4748811.5
32006,15648440.0
32007,9978358.0
32008,7180280.5
32009,3952571.25
32010,8306583.0
32011,4755169.5
32012,2180250.25
32013,5390569.5
32014,7029668.0
32015,7464595.0
32016,6786488.0
32017,10375182.0
32018,7912830.0
32019,4735292.0
32020,5619350.0
32021,8217724.5
32022,5440082.5
32023,3967397.0
32024,5928064.0
32025,5874382.0
32026,4215436.0
32027,8706344.0
