id,label
697,3
698,4
699,4
700,5
701,3
702,4
703,2
704,5
705,4
706,3
707,0
708,3
709,3
710,4
711,0
712,2
713,3
714,4
715,3
716,4
717,4
718,3
719,6
720,0
721,3
722,3
723,0
724,4
725,0
726,0
727,2
728,4
729,3
730,3
731,2
732,0
733,6
734,4
735,6
736,6
737,3
738,0
739,3
740,6
741,6
742,6
743,6
744,3
745,2
746,0
747,3
748,5
749,3
750,4
751,3
752,0
753,4
754,6
755,3
756,0
757,0
758,3
759,3
760,6
761,0
762,6
763,3
764,6
765,3
766,3
767,4
768,4
769,3
770,3
771,0
772,4
773,4
774,2
775,2
776,3
777,4
778,6
779,4
780,6
781,6
782,2
783,4
784,0
785,4
786,3
787,4
788,0
789,4
790,3
791,3
792,3
793,2
794,0
795,3
796,6
797,2
798,0
799,5
800,3
801,6
802,5
803,3
804,2
805,3
806,5
807,4
808,6
809,4
810,4
811,2
812,4
813,6
814,0
815,2
816,6
817,3
818,2
819,6
820,4
821,5
822,6
823,0
824,5
825,6
826,5
827,2
828,5
829,4
830,0
831,5
832,2
833,5
834,4
835,2
836,4
837,4
838,0
839,0
840,6
841,4
842,4
843,4
844,4
845,0
846,3
847,6
848,4
849,5
850,2
851,4
852,4
853,6
854,2
855,2
856,4
857,3
858,4
859,5
860,4
861,2
862,0
863,6
864,6
865,1
866,4
867,0
868,3
869,3
870,3
871,3
872,0
873,4
874,2
875,2
876,4
877,5
878,3
879,3
880,3
881,4
882,6
883,6
884,5
885,4
886,2
887,0
888,4
889,5
890,3
891,5
892,4
893,4
894,2
895,6
896,1
897,3
898,6
899,4
900,4
901,0
902,3
903,6
904,5
905,4
906,3
907,5
908,4
909,5
910,2
911,4
912,4
913,0
914,4
915,6
916,4
917,3
918,6
919,2
920,6
921,1
922,3
923,3
924,4
925,3
926,2
927,4
928,4
929,4
930,6
931,0
932,2
933,4
934,0
935,6
936,4
937,6
938,3
939,6
940,3
941,3
942,6
943,2
944,4
945,4
946,4
947,4
948,3
949,3
950,5
951,4
952,6
953,2
954,2
955,2
956,4
957,6
958,6
959,5
960,2
961,4
962,6
963,3
964,2
965,0
966,2
967,2
968,3
969,3
970,3
971,3
972,3
973,0
974,4
975,4
976,4
977,6
978,3
979,6
980,4
981,5
982,2
983,4
984,6
985,4
986,3
987,0
988,3
989,2
990,2
991,4
992,0
993,3
994,4
995,6
996,4
997,6
998,2
999,2
1000,2
1001,4
1002,6
1003,4
1004,2
1005,4
1006,0
1007,4
1008,2
1009,1
1010,0
1011,5
1012,2
1013,3
1014,4
1015,4
1016,0
1017,0
1018,3
1019,2
1020,6
1021,2
1022,4
1023,1
1024,2
1025,2
1026,4
1027,2
1028,4
1029,6
1030,4
1031,2
1032,3
1033,6
1034,0
1035,3
1036,3
1037,2
1038,5
1039,3
1040,4
1041,4
1042,3
1043,0
1044,1
1045,4
1046,0
1047,4
1048,4
1049,4
1050,3
1051,6
1052,4
1053,4
1054,5
1055,4
1056,4
1057,0
1058,0
1059,4
1060,3
1061,3
1062,5
1063,6
1064,6
1065,0
1066,3
1067,3
1068,2
1069,3
1070,4
1071,4
1072,2
1073,3
1074,0
1075,4
1076,2
1077,4
1078,6
1079,0
1080,3
1081,3
1082,2
1083,4
1084,0
1085,6
1086,6
1087,5
1088,5
1089,2
1090,0
1091,3
1092,5
1093,3
1094,2
1095,0
1096,4
1097,5
1098,0
1099,6
1100,6
1101,0
1102,3
1103,2
1104,2
1105,4
1106,4
1107,4
1108,4
1109,0
1110,4
1111,6
1112,2
1113,4
1114,5
1115,6
1116,6
1117,3
1118,0
1119,3
1120,2
1121,4
1122,3
1123,4
1124,5
1125,3
1126,2
1127,0
1128,3
1129,4
1130,2
1131,0
1132,4
1133,3
1134,3
1135,0
1136,5
1137,4
1138,3
1139,4
1140,5
1141,0
1142,4
1143,2
1144,6
1145,6
1146,1
1147,3
1148,3
1149,4
1150,2
1151,0
1152,6
1153,0
1154,5
1155,5
1156,3
1157,4
1158,3
1159,0
1160,2
1161,3
1162,4
1163,2
1164,0
1165,2
1166,6
1167,0
1168,6
1169,1
1170,2
1171,2
1172,3
1173,5
1174,4
1175,4
1176,4
1177,5
1178,0
1179,2
1180,3
1181,4
1182,3
1183,0
1184,6
1185,5
1186,3
1187,6
1188,6
1189,3
1190,4
1191,0
1192,0
1193,6
1194,3
1195,2
1196,3
1197,5
1198,3
1199,2
1200,5
1201,2
1202,4
1203,6
1204,6
1205,4
1206,3
1207,6
1208,3
1209,4
1210,3
1211,5
1212,6
1213,2
1214,2
1215,4
1216,4
1217,3
1218,5
1219,4
1220,6
1221,3
1222,5
1223,3
1224,0
1225,3
1226,4
1227,4
1228,4
1229,3
1230,6
1231,6
1232,4
1233,4
1234,6
1235,4
1236,0
1237,3
1238,0
1239,4
1240,4
1241,0
1242,0
1243,5
1244,6
1245,5
1246,5
1247,4
1248,2
1249,6
1250,3
1251,4
1252,3
1253,4
1254,0
1255,6
1256,2
1257,0
1258,3
1259,6
1260,6
1261,4
1262,0
1263,4
1264,4
1265,3
1266,3
1267,2
1268,0
1269,6
1270,3
1271,4
1272,6
1273,4
1274,4
1275,5
1276,2
1277,6
1278,3
1279,6
1280,5
1281,6
1282,3
1283,3
1284,3
1285,0
1286,3
1287,6
1288,5
1289,4
1290,2
1291,4
1292,4
1293,0
1294,3
1295,0
1296,5
1297,3
1298,4
1299,5
1300,4
1301,0
1302,3
1303,6
1304,2
1305,2
1306,3
1307,3
1308,4
1309,4
1310,4
1311,6
1312,3
1313,4
1314,4
1315,0
1316,6
1317,0
1318,2
1319,0
1320,2
1321,6
1322,3
1323,4
1324,4
1325,3
1326,4
1327,4
1328,5
1329,6
1330,6
1331,6
1332,4
1333,4
1334,2
1335,4
1336,6
1337,5
1338,0
1339,4
1340,3
1341,4
1342,4
1343,6
1344,2
1345,3
1346,4
1347,4
1348,3
1349,0
1350,2
1351,4
1352,3
1353,6
1354,6
1355,1
1356,3
1357,0
1358,5
1359,6
1360,4
1361,5
1362,5
1363,6
1364,5
1365,4
1366,2
1367,2
1368,2
1369,2
1370,6
1371,6
1372,5
1373,2
1374,3
1375,4
1376,4
1377,6
1378,2
1379,0
1380,3
1381,4
1382,3
1383,0
1384,0
1385,0
1386,0
1387,6
1388,3
1389,3
1390,3
1391,4
1392,3
1393,3
1394,6
1395,4
1396,4
1397,3
1398,3
1399,5
1400,1
1401,6
1402,3
1403,5
1404,0
1405,3
1406,4
1407,3
1408,6
1409,4
1410,3
1411,2
1412,4
1413,4
1414,4
1415,4
1416,6
1417,4
1418,3
1419,6
1420,2
1421,4
1422,0
1423,6
1424,2
1425,4
1426,3
1427,4
1428,4
1429,3
1430,6
1431,4
1432,0
1433,5
1434,3
1435,6
1436,3
1437,4
1438,3
1439,6
1440,4
1441,4
1442,2
1443,5
1444,2
1445,6
1446,3
1447,0
1448,6
1449,3
1450,4
1451,6
1452,6
1453,4
1454,4
1455,6
1456,4
1457,3
1458,6
1459,4
1460,3
1461,2
1462,0
1463,2
1464,2
1465,2
1466,3
1467,3
1468,5
1469,3
1470,4
1471,3
1472,4
1473,3
1474,4
1475,6
1476,3
1477,2
1478,3
1479,3
1480,0
1481,5
1482,2
1483,2
1484,3
1485,0
1486,6
1487,2
1488,4
1489,0
1490,4
1491,4
1492,3
1493,3
1494,6
1495,5
1496,0
1497,6
1498,4
1499,4
1500,5
1501,6
1502,6
1503,6
1504,2
1505,6
1506,6
1507,3
1508,3
1509,4
1510,0
1511,4
1512,3
1513,2
1514,5
1515,2
1516,5
1517,5
1518,0
1519,3
1520,4
1521,0
1522,6
1523,2
1524,4
1525,6
1526,2
1527,2
1528,2
1529,6
1530,2
1531,1
1532,3
1533,0
1534,5
1535,2
1536,3
1537,4
1538,4
1539,3
1540,3
1541,2
1542,4
1543,0
1544,6
1545,6
1546,6
1547,3
1548,4
1549,4
1550,0
1551,0
1552,3
1553,0
1554,4
1555,3
1556,3
1557,4
1558,3
1559,0
1560,4
1561,4
1562,6
1563,3
1564,4
1565,4
1566,6
1567,4
1568,4
1569,3
1570,2
1571,2
1572,6
1573,3
1574,6
1575,0
1576,0
1577,3
1578,6
1579,3
1580,4
1581,4
1582,6
1583,4
1584,6
1585,6
1586,6
1587,2
1588,2
1589,4
1590,4
1591,5
1592,6
1593,0
1594,5
1595,2
1596,0
1597,6
1598,4
1599,4
1600,2
1601,4
1602,6
1603,5
1604,6
1605,2
1606,6
1607,2
1608,0
1609,2
1610,6
1611,2
1612,2
1613,3
1614,0
1615,3
1616,2
1617,4
1618,1
1619,3
1620,3
1621,3
1622,4
1623,3
1624,2
1625,4
1626,2
1627,6
1628,3
1629,3
1630,4
1631,0
1632,3
1633,3
1634,3
1635,2
1636,6
1637,6
1638,2
1639,2
1640,2
1641,0
1642,3
1643,0
1644,6
1645,6
1646,2
1647,4
1648,2
1649,4
1650,3
1651,5
1652,3
1653,4
1654,3
1655,4
1656,4
1657,6
1658,6
1659,6
1660,0
1661,3
1662,4
1663,6
1664,6
1665,6
1666,0
1667,6
1668,4
1669,4
1670,6
1671,3
1672,4
1673,2
1674,0
1675,0
1676,6
1677,4
1678,5
1679,5
1680,4
1681,5
1682,6
1683,3
1684,5
1685,0
1686,4
1687,4
1688,4
1689,4
1690,2
1691,3
1692,3
1693,4
1694,3
1695,4
1696,1
1697,3
1698,3
1699,3
1700,4
1701,2
1702,4
1703,2
1704,4
1705,3
1706,0
1707,3
1708,3
1709,2
1710,2
1711,2
1712,6
1713,4
1714,6
1715,3
1716,3
1717,6
1718,5
1719,1
1720,4
1721,0
1722,3
1723,4
1724,6
1725,4
1726,4
1727,3
1728,3
1729,4
1730,4
1731,6
1732,6
1733,4
1734,3
1735,4
1736,2
1737,0
1738,0
1739,5
1740,3
1741,6
1742,5
1743,3
1744,6
1745,4
1746,4
1747,2
1748,6
1749,4
1750,3
1751,0
1752,5
1753,4
1754,3
1755,4
1756,4
1757,4
1758,2
1759,4
1760,4
1761,4
1762,4
1763,4
1764,4
1765,6
1766,4
1767,5
1768,3
1769,3
1770,5
1771,2
1772,3
1773,2
1774,3
1775,0
1776,6
1777,0
1778,0
1779,4
1780,4
1781,6
1782,2
1783,4
1784,2
1785,3
1786,5
1787,4
1788,4
1789,3
1790,2
1791,3
1792,2
1793,5
1794,4
1795,4
1796,5
1797,0
1798,5
1799,0
1800,0
1801,6
1802,4
1803,6
1804,4
1805,6
1806,6
1807,6
1808,3
1809,5
1810,4
1811,5
1812,3
1813,4
1814,4
1815,0
1816,6
1817,0
1818,6
1819,2
1820,4
1821,4
1822,3
1823,6
1824,2
1825,6
1826,0
1827,6
1828,5
1829,6
1830,4
1831,4
1832,6
1833,0
1834,4
1835,4
1836,2
1837,0
1838,4
1839,0
1840,6
1841,1
1842,6
1843,0
1844,4
1845,3
1846,6
1847,4
1848,4
1849,4
1850,3
1851,0
1852,6
1853,0
1854,4
1855,4
1856,4
1857,3
1858,5
1859,5
1860,3
1861,4
1862,0
1863,6
1864,2
1865,5
1866,4
1867,4
1868,3
1869,2
1870,2
1871,2
1872,6
1873,3
1874,2
1875,2
1876,3
1877,5
1878,3
1879,4
1880,0
1881,2
1882,5
1883,0
1884,3
1885,2
1886,0
1887,5
1888,5
1889,5
1890,2
1891,6
1892,0
1893,4
1894,6
1895,0
1896,2
1897,4
1898,4
1899,3
1900,4
1901,6
1902,2
1903,0
1904,0
1905,6
1906,6
1907,6
1908,4
1909,6
1910,3
1911,2
1912,4
1913,6
1914,5
1915,6
1916,5
1917,4
1918,0
1919,5
1920,2
1921,5
1922,4
1923,4
1924,2
1925,6
1926,3
1927,3
1928,6
1929,4
1930,0
1931,2
1932,2
1933,2
1934,6
1935,5
1936,4
1937,3
1938,4
1939,5
1940,6
1941,4
1942,3
1943,3
1944,4
1945,5
1946,6
1947,3
1948,4
1949,4
1950,4
1951,6
1952,3
1953,6
1954,3
1955,3
1956,4
1957,6
1958,3
1959,3
1960,5
1961,6
1962,4
1963,3
1964,4
1965,6
1966,3
1967,3
1968,6
1969,3
1970,3
1971,4
1972,5
1973,2
1974,3
1975,4
1976,4
1977,6
1978,4
1979,3
1980,6
1981,0
1982,6
1983,3
1984,3
1985,0
1986,4
1987,0
1988,3
1989,6
1990,2
1991,5
1992,6
1993,4
1994,6
1995,2
1996,2
1997,2
1998,6
1999,3
2000,0
2001,3
2002,2
2003,4
2004,4
2005,5
2006,4
2007,5
2008,6
2009,2
2010,1
2011,3
2012,2
2013,6
2014,2
2015,6
2016,5
2017,5
2018,0
2019,2
2020,4
2021,3
2022,4
2023,2
2024,0
2025,3
2026,2
2027,0
2028,3
2029,5
2030,4
2031,5
2032,0
2033,0
2034,4
2035,6
2036,2
2037,4
2038,2
2039,4
2040,3
2041,4
2042,5
2043,6
2044,2
2045,6
2046,3
2047,4
2048,0
2049,6
2050,4
2051,3
2052,1
2053,4
2054,4
2055,2
2056,4
2057,6
2058,4
2059,3
2060,5
2061,2
2062,3
2063,0
2064,1
2065,0
2066,6
2067,4
2068,3
2069,5
2070,3
2071,3
2072,1
2073,4
2074,4
2075,4
2076,4
2077,1
2078,5
2079,4
2080,2
2081,5
2082,4
2083,6
2084,2
2085,2
2086,3
2087,3
2088,3
2089,4
2090,6
2091,4
2092,5
2093,3
2094,6
2095,3
2096,3
2097,3
2098,4
2099,5
2100,6
2101,6
2102,5
2103,3
2104,5
2105,3
2106,4
2107,4
2108,4
2109,4
2110,4
2111,3
2112,5
2113,3
2114,3
2115,0
2116,3
2117,3
2118,3
2119,1
2120,0
2121,3
2122,0
2123,3
2124,6
2125,2
2126,3
2127,5
2128,3
2129,4
2130,6
2131,2
2132,6
2133,3
2134,4
2135,6
2136,0
2137,4
2138,4
2139,3
2140,3
2141,4
2142,6
2143,0
2144,0
2145,3
2146,3
2147,3
2148,2
2149,1
2150,3
2151,3
2152,3
2153,6
2154,6
2155,3
2156,5
2157,5
2158,4
2159,4
2160,6
2161,3
2162,3
2163,0
2164,5
2165,3
2166,3
2167,5
2168,4
2169,0
2170,2
2171,4
2172,3
2173,0
2174,6
2175,6
2176,3
2177,6
2178,0
2179,4
2180,4
2181,0
2182,3
2183,6
2184,5
2185,3
2186,4
2187,0
2188,3
2189,4
2190,5
2191,0
2192,0
2193,3
2194,3
2195,3
2196,6
2197,3
2198,4
2199,3
2200,2
2201,6
2202,4
2203,3
2204,4
2205,6
2206,0
2207,6
2208,3
2209,6
2210,4
2211,6
2212,3
2213,4
2214,6
2215,4
2216,2
2217,4
2218,0
2219,1
2220,5
2221,2
2222,1
2223,6
2224,4
2225,6
2226,5
2227,2
2228,4
2229,3
2230,4
2231,6
2232,2
2233,6
2234,5
2235,3
2236,6
2237,0
2238,2
2239,3
2240,5
2241,4
2242,3
2243,3
2244,6
2245,6
2246,3
2247,0
2248,2
2249,4
2250,6
2251,3
2252,3
2253,4
2254,4
2255,0
2256,3
2257,4
2258,3
2259,4
2260,0
2261,3
2262,6
2263,4
2264,2
2265,3
2266,0
2267,4
2268,4
2269,5
2270,3
2271,0
2272,5
2273,4
2274,6
2275,3
2276,6
2277,3
2278,4
2279,4
2280,2
2281,2
2282,4
2283,2
2284,5
2285,4
2286,6
2287,0
2288,4
2289,2
2290,3
2291,2
2292,3
2293,0
2294,3
2295,0
2296,5
2297,3
2298,4
2299,5
2300,2
2301,6
2302,3
2303,3
2304,0
2305,2
2306,2
2307,4
2308,3
2309,3
2310,2
2311,3
2312,6
2313,3
2314,6
2315,3
2316,4
2317,0
2318,3
2319,0
2320,0
2321,2
2322,0
2323,4
2324,0
2325,3
2326,3
2327,2
2328,2
2329,3
2330,3
2331,4
2332,6
2333,0
2334,6
2335,0
2336,0
2337,4
2338,5
2339,0
2340,0
2341,6
2342,3
2343,3
2344,6
2345,5
2346,6
2347,3
2348,6
2349,2
2350,6
2351,0
2352,4
2353,3
2354,3
2355,2
2356,4
2357,3
2358,4
2359,2
2360,0
2361,6
2362,5
2363,0
2364,6
2365,6
2366,6
2367,3
2368,0
2369,4
2370,2
2371,3
2372,4
2373,6
2374,4
2375,3
2376,3
2377,4
2378,3
2379,4
2380,6
2381,6
2382,4
2383,6
2384,2
2385,4
2386,0
2387,4
2388,5
2389,4
2390,6
2391,0
2392,2
2393,5
2394,1
2395,4
2396,2
2397,6
2398,0
2399,0
2400,4
2401,4
2402,0
2403,3
2404,2
2405,2
2406,4
2407,2
2408,4
2409,3
2410,3
2411,4
2412,3
2413,2
2414,4
2415,3
2416,2
2417,5
2418,2
2419,3
2420,2
2421,4
2422,3
2423,2
2424,2
2425,5
2426,0
2427,3
2428,3
2429,4
2430,4
2431,3
2432,3
2433,2
2434,4
2435,4
2436,3
2437,3
2438,5
2439,6
2440,4
2441,3
2442,0
2443,2
2444,6
2445,4
2446,2
2447,0
2448,2
2449,4
2450,2
2451,3
2452,2
2453,4
2454,0
2455,4
2456,4
2457,0
2458,3
2459,0
2460,4
2461,3
2462,3
2463,6
2464,2
2465,4
2466,4
2467,3
2468,0
2469,3
2470,2
2471,4
2472,6
2473,4
2474,4
2475,2
2476,5
2477,5
2478,6
2479,2
2480,6
2481,4
2482,4
2483,5
2484,4
2485,2
2486,4
2487,0
2488,6
2489,5
2490,5
2491,2
2492,2
2493,6
2494,4
2495,2
2496,5
2497,5
2498,2
2499,3
2500,3
2501,4
2502,6
2503,2
2504,0
2505,3
2506,4
2507,4
2508,4
2509,4
2510,6
2511,4
2512,0
2513,4
2514,2
2515,0
2516,4
2517,4
2518,6
2519,2
2520,6
2521,3
2522,2
2523,0
2524,4
2525,4
2526,2
2527,3
2528,4
2529,4
2530,3
2531,2
2532,3
2533,3
2534,3
2535,2
2536,3
2537,2
2538,0
2539,4
2540,6
2541,3
2542,3
2543,0
2544,0
2545,4
2546,2
2547,3
2548,6
2549,3
2550,4
2551,0
2552,0
2553,2
2554,6
2555,6
2556,2
2557,0
2558,4
2559,6
2560,2
2561,2
2562,0
2563,4
2564,2
2565,3
2566,6
2567,3
2568,4
2569,6
2570,2
2571,0
2572,3
2573,3
2574,0
2575,4
2576,3
2577,2
2578,4
2579,4
2580,3
2581,4
2582,3
2583,3
2584,4
2585,5
2586,0
2587,0
2588,3
2589,3
2590,2
2591,4
2592,3
2593,4
2594,3
2595,5
2596,3
2597,4
2598,4
2599,0
2600,3
2601,4
2602,4
2603,4
2604,4
2605,0
2606,6
2607,3
2608,4
2609,4
2610,3
2611,3
2612,2
2613,0
2614,4
2615,5
2616,4
2617,4
2618,4
2619,4
2620,3
2621,4
2622,4
2623,4
2624,2
2625,3
2626,6
2627,3
2628,4
2629,0
2630,3
2631,5
2632,4
2633,4
2634,4
2635,6
2636,5
2637,3
2638,4
2639,5
2640,3
2641,3
2642,3
2643,2
2644,5
2645,6
2646,6
2647,4
2648,2
2649,3
2650,3
2651,4
2652,3
2653,2
2654,3
2655,2
2656,6
2657,3
2658,2
2659,1
2660,6
2661,3
2662,6
2663,6
2664,6
2665,4
2666,2
2667,3
2668,3
2669,6
2670,4
2671,4
2672,4
2673,4
2674,4
2675,3
2676,6
2677,2
2678,0
2679,3
2680,4
2681,4
2682,5
2683,2
2684,4
2685,4
2686,4
2687,4
2688,4
2689,0
2690,3
2691,2
2692,4
2693,3
2694,2
2695,2
2696,5
2697,4
2698,4
2699,0
2700,4
2701,3
2702,4
2703,4
2704,3
2705,6
2706,2
2707,4
2708,4
2709,2
2710,3
2711,3
2712,4
2713,3
2714,5
2715,6
2716,6
2717,4
2718,4
2719,2
2720,0
2721,0
2722,4
2723,6
2724,6
2725,3
2726,6
2727,6
2728,2
2729,3
2730,3
2731,3
2732,4
2733,2
2734,6
2735,0
2736,4
2737,4
2738,2
2739,5
2740,3
2741,4
2742,5
2743,3
2744,3
2745,4
2746,4
2747,3
2748,3
2749,3
2750,2
2751,4
2752,4
2753,3
2754,5
2755,5
2756,2
2757,4
2758,4
2759,4
2760,6
2761,4
2762,2
2763,0
2764,5
2765,3
2766,5
2767,6
2768,1
2769,6
2770,5
2771,0
2772,4
2773,3
2774,0
2775,4
2776,0
2777,4
2778,4
2779,2
2780,4
2781,4
2782,0
2783,2
2784,4
2785,0
2786,6
2787,5
2788,4
2789,2
2790,4
2791,0
2792,6
2793,6
2794,4
2795,2
2796,0
2797,4
2798,4
2799,3
2800,5
2801,5
2802,2
2803,5
2804,5
2805,3
2806,4
2807,4
2808,2
2809,2
2810,4
2811,5
2812,0
2813,6
2814,5
2815,3
2816,4
2817,4
2818,4
2819,6
2820,6
2821,2
2822,0
2823,3
2824,5
2825,6
2826,0
2827,4
2828,6
2829,0
2830,4
2831,2
2832,6
2833,3
2834,2
2835,4
2836,2
2837,0
2838,0
2839,4
2840,3
2841,5
2842,3
2843,4
2844,4
2845,3
2846,4
2847,5
2848,3
2849,3
2850,2
2851,4
2852,6
2853,4
2854,5
2855,6
2856,4
2857,2
2858,5
2859,4
2860,2
2861,2
2862,4
2863,3
2864,3
2865,0
2866,0
2867,6
2868,6
2869,3
2870,0
2871,4
2872,5
2873,4
2874,4
2875,2
2876,6
2877,4
2878,2
2879,6
2880,2
2881,4
2882,6
2883,0
2884,6
2885,2
2886,0
2887,6
2888,3
2889,3
2890,6
2891,4
2892,4
2893,3
2894,0
2895,1
2896,6
2897,3
2898,2
2899,4
2900,4
2901,4
2902,0
2903,5
2904,0
2905,2
2906,4
2907,2
2908,4
2909,6
2910,6
2911,3
2912,6
2913,2
2914,6
2915,4
2916,3
2917,4
2918,6
2919,2
2920,3
2921,4
2922,3
2923,5
2924,5
2925,4
2926,6
2927,5
2928,3
2929,4
2930,5
2931,2
2932,3
2933,4
2934,4
2935,3
2936,3
2937,4
2938,6
2939,0
2940,0
2941,6
2942,0
2943,4
2944,4
2945,4
2946,4
2947,4
2948,4
2949,4
2950,2
2951,3
2952,2
2953,2
2954,4
2955,2
2956,4
2957,0
2958,5
2959,2
2960,0
2961,0
2962,2
2963,2
2964,0
2965,3
2966,6
2967,4
2968,4
2969,5
2970,3
2971,6
2972,2
2973,4
2974,3
2975,0
2976,6
2977,5
2978,3
2979,4
2980,3
2981,4
2982,3
2983,5
2984,4
2985,0
2986,6
2987,2
2988,3
2989,5
2990,5
2991,4
2992,6
2993,4
2994,4
2995,6
2996,4
2997,2
